company,folder_name,total_articles,incident_count,raw_incident_risk_score,environmental_articles,environmental_risk,social_articles,social_risk,governance_articles,governance_risk,final_weighted_esg_score,article_age_days_avg,article_age_days_environmental_avg,article_age_days_social_avg,article_age_days_governance_avg,time_weight_avg,time_weight_environmental_avg,time_weight_social_avg,time_weight_governance_avg,severity_avg,severity_environmental_avg,severity_social_avg,severity_governance_avg,environmental_weight,social_weight,governance_weight,environmental_raw_score,social_raw_score,governance_raw_score,raw_score,environmental_weighted_score,social_weighted_score,governance_weighted_score,final_walk_esg_risk,data_coverage_flag,final_walk_esg_score
BHARAT HEAVY ELECTRICALS,BHARAT_HEAVY_ELECTRICALS,1,1,1.2315,0,0.0,0,0.0,1,1.2315,0.3202,72.0,0.0,0.0,72.0,0.821,0.0,0.0,0.821,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.2315,1.2315,0.0,0.0,0.3202,0.3202,incidents_found,0.3202
BHARAT PETROLEUM CORP LTD,BHARAT_PETROLEUM_CORP_LTD,14,13,8.8324,7,2.9992,4,2.677,3,3.1562,2.9701,664.71,901.14,686.0,84.67,0.3259,0.1496,0.2835,0.7939,2.1071,2.2857,2.25,1.5,0.44,0.31,0.26,2.9992,2.677,3.1562,8.8324,1.3197,0.8299,0.8206,2.9701,incidents_found,2.9701
BHARTI AIRTEL LTD,BHARTI_AIRTEL_LTD,17,13,31.4944,7,2.2827,3,0.3906,7,28.821,8.619,334.12,274.29,808.33,190.71,0.4845,0.4895,0.1132,0.6387,2.0,1.2857,1.3333,3.0,0.44,0.31,0.26,2.2827,0.3906,28.821,31.4944,1.0044,0.1211,7.4935,8.619,incidents_found,8.619
BHARTI HEXACOM LTD,BHARTI_HEXACOM_LTD,2,2,2.1584,0,0.0,0,0.0,2,2.1584,0.5612,378.5,0.0,0.0,378.5,0.357,0.0,0.0,0.357,2.25,0.0,0.0,2.25,0.44,0.31,0.26,0.0,0.0,2.1584,2.1584,0.0,0.0,0.5612,0.5612,incidents_found,0.5612
BIKAJI FOODS INTERNATIONAL L,BIKAJI_FOODS_INTERNATIONAL_L,3,3,3.8727,0,0.0,0,0.0,3,3.8727,1.0069,106.0,0.0,0.0,106.0,0.7577,0.0,0.0,0.7577,1.6667,0.0,0.0,1.6667,0.44,0.31,0.26,0.0,0.0,3.8727,3.8727,0.0,0.0,1.0069,1.0069,incidents_found,1.0069
BIOCON LTD,BIOCON_LTD,12,12,12.5362,1,0.0988,4,12.2803,7,0.1571,3.8912,1110.67,993.0,75.75,1718.86,0.2817,0.0658,0.8126,0.0091,2.375,1.5,2.625,2.3571,0.44,0.31,0.26,0.0988,12.2803,0.1571,12.5362,0.0435,3.8069,0.0409,3.8912,incidents_found,3.8912
BIRLASOFT LTD,BIRLASOFT_LTD,7,5,12.702,4,1.6865,1,0.1527,2,10.8628,3.6137,207.0,121.25,834.0,65.0,0.6747,0.7368,0.1018,0.8369,1.7857,1.25,1.5,3.0,0.44,0.31,0.26,1.6865,0.1527,10.8628,12.702,0.7421,0.0473,2.8243,3.6137,incidents_found,3.6137
BLS INTERNATIONAL LTD,BLS_INTERNATIONAL_LTD,4,4,6.63,0,0.0,3,2.8867,1,3.7433,1.8681,424.25,0.0,500.67,195.0,0.3867,0.0,0.3202,0.5861,2.0,0.0,1.6667,3.0,0.44,0.31,0.26,0.0,2.8867,3.7433,6.63,0.0,0.8949,0.9733,1.8681,incidents_found,1.8681
BLUE DART EXPRESS LTD,BLUE_DART_EXPRESS_LTD,4,3,2.0546,4,2.0546,0,0.0,0,0.0,0.904,175.5,175.5,0.0,0.0,0.6208,0.6208,0.0,0.0,1.375,1.375,0.0,0.0,0.44,0.31,0.26,2.0546,0.0,0.0,2.0546,0.904,0.0,0.0,0.904,incidents_found,0.904
BLUE JET HEALTHCARE LTD,BLUE_JET_HEALTHCARE_LTD,3,2,0.6349,0,0.0,2,0.6349,1,0.0,0.1968,628.33,0.0,855.5,174.0,0.2709,0.0,0.096,0.6208,1.8333,0.0,2.25,1.0,0.44,0.31,0.26,0.0,0.6349,0.0,0.6349,0.0,0.1968,0.0,0.1968,incidents_found,0.1968
BLUE STAR LTD,BLUE_STAR_LTD,5,1,2.7497,0,0.0,1,2.7497,4,0.0,0.8524,399.4,0.0,176.0,455.25,0.6501,0.0,0.6174,0.6583,1.4,0.0,3.0,1.0,0.44,0.31,0.26,0.0,2.7497,0.0,2.7497,0.0,0.8524,0.0,0.8524,incidents_found,0.8524
BOMBAY BURMAH TRADING CORP,BOMBAY_BURMAH_TRADING_CORP,2,1,1.941,0,0.0,0,0.0,2,1.941,0.5046,431.5,0.0,0.0,431.5,0.3066,0.0,0.0,0.3066,2.0,0.0,0.0,2.0,0.44,0.31,0.26,0.0,0.0,1.941,1.941,0.0,0.0,0.5046,0.5046,incidents_found,0.5046
BOSCH LTD,BOSCH_LTD,2,2,1.8284,0,0.0,1,0.0327,1,1.7957,0.477,827.0,0.0,1396.0,258.0,0.2575,0.0,0.0218,0.4932,2.25,0.0,1.5,3.0,0.44,0.31,0.26,0.0,0.0327,1.7957,1.8284,0.0,0.0101,0.4669,0.477,incidents_found,0.477
BRAINBEES SOLUTIONS LTD,BRAINBEES_SOLUTIONS_LTD,2,1,0.9605,0,0.0,0,0.0,2,0.9605,0.2497,181.0,0.0,0.0,181.0,0.609,0.0,0.0,0.609,1.25,0.0,0.0,1.25,0.44,0.31,0.26,0.0,0.0,0.9605,0.9605,0.0,0.0,0.2497,0.2497,incidents_found,0.2497
BRIGADE ENTERPRISES LTD,BRIGADE_ENTERPRISES_LTD,4,4,4.6305,2,2.5004,2,2.1301,0,0.0,1.7605,265.0,150.5,379.5,0.0,0.5102,0.6654,0.355,0.0,1.875,1.5,2.25,0.0,0.44,0.31,0.26,2.5004,2.1301,0.0,4.6305,1.1002,0.6603,0.0,1.7605,incidents_found,1.7605
BRITANNIA INDUSTRIES LTD,BRITANNIA_INDUSTRIES_LTD,5,5,3.2872,1,0.4505,2,1.8881,2,0.9486,1.0302,521.4,371.0,360.0,758.0,0.3368,0.3619,0.373,0.288,1.8,1.5,1.5,2.25,0.44,0.31,0.26,0.4505,1.8881,0.9486,3.2872,0.1982,0.5853,0.2466,1.0302,incidents_found,1.0302
BSE LTD,BSE_LTD,8,8,17.2799,1,0.6927,0,0.0,7,16.5872,4.6175,414.38,282.0,0.0,433.29,0.4219,0.4618,0.0,0.4162,2.8125,1.5,0.0,3.0,0.44,0.31,0.26,0.6927,0.0,16.5872,17.2799,0.3048,0.0,4.3127,4.6175,incidents_found,4.6175
CAMPUS ACTIVEWEAR LTD,CAMPUS_ACTIVEWEAR_LTD,3,2,0.9837,0,0.0,2,0.095,1,0.8886,0.2605,370.0,0.0,532.5,45.0,0.6001,0.0,0.4582,0.884,1.3333,0.0,1.25,1.5,0.44,0.31,0.26,0.0,0.095,0.8886,0.9837,0.0,0.0295,0.231,0.2605,incidents_found,0.2605
CAN FIN HOMES LTD,CAN_FIN_HOMES_LTD,6,5,6.0422,0,0.0,0,0.0,6,6.0422,1.571,375.17,0.0,0.0,375.17,0.552,0.0,0.0,0.552,1.9167,0.0,0.0,1.9167,0.44,0.31,0.26,0.0,0.0,6.0422,6.0422,0.0,0.0,1.571,1.571,incidents_found,1.571
CANARA BANK,CANARA_BANK,13,13,24.407,2,0.7396,4,11.7414,7,11.926,7.066,417.15,700.0,152.0,487.86,0.4057,0.1816,0.6667,0.3206,3.0,3.0,3.0,3.0,0.44,0.31,0.26,0.7396,11.7414,11.926,24.407,0.3254,3.6398,3.1008,7.066,incidents_found,7.066
CAPLIN POINT LABORATORIES,CAPLIN_POINT_LABORATORIES,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,907.0,0.0,0.0,907.0,0.0833,0.0,0.0,0.0833,1.0,0.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
CAPRI GLOBAL CAPITAL LTD,CAPRI_GLOBAL_CAPITAL_LTD,3,2,1.4131,0,0.0,0,0.0,3,1.4131,0.3674,350.0,0.0,0.0,350.0,0.5796,0.0,0.0,0.5796,1.8333,0.0,0.0,1.8333,0.44,0.31,0.26,0.0,0.0,1.4131,1.4131,0.0,0.0,0.3674,0.3674,incidents_found,0.3674
CARBORUNDUM UNIVERSAL LTD,CARBORUNDUM_UNIVERSAL_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CASTROL INDIA LTD,CASTROL_INDIA_LTD,6,3,2.3489,3,0.0,1,0.2813,2,2.0677,0.6248,767.5,1187.67,611.0,215.5,0.2475,0.0631,0.1875,0.5541,1.5,1.0,1.5,2.25,0.44,0.31,0.26,0.0,0.2813,2.0677,2.3489,0.0,0.0872,0.5376,0.6248,incidents_found,0.6248
CCL PRODUCTS INDIA LTD,CCL_PRODUCTS_INDIA_LTD,1,0,0.0,1,0.0,0,0.0,0,0.0,0.0,212.0,212.0,0.0,0.0,0.5594,0.5594,0.0,0.0,1.0,1.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
CE INFO SYSTEMS LTD,CE_INFO_SYSTEMS_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CEAT LTD,CEAT_LTD,13,6,6.3682,4,1.154,4,0.7129,5,4.5012,1.8991,272.31,287.0,408.25,151.8,0.5594,0.6052,0.3668,0.6768,1.3846,1.375,1.125,1.6,0.44,0.31,0.26,1.154,0.7129,4.5012,6.3682,0.5078,0.221,1.1703,1.8991,incidents_found,1.8991
CENTRAL BANK OF INDIA,CENTRAL_BANK_OF_INDIA,17,17,33.8135,7,10.7911,3,4.4848,7,18.5376,10.9581,376.76,386.57,400.0,357.0,0.5363,0.5704,0.4866,0.5236,3.0,3.0,3.0,3.0,0.44,0.31,0.26,10.7911,4.4848,18.5376,33.8135,4.7481,1.3903,4.8198,10.9581,incidents_found,10.9581
CENTRAL DEPOSITORY SERVICES,CENTRAL_DEPOSITORY_SERVICES,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CENTURY PLYBOARDS INDIA LTD,CENTURY_PLYBOARDS_INDIA_LTD,3,3,3.1563,1,0.6608,0,0.0,2,2.4955,0.9396,222.0,103.0,0.0,281.5,0.5712,0.7541,0.0,0.4797,2.0,1.5,0.0,2.25,0.44,0.31,0.26,0.6608,0.0,2.4955,3.1563,0.2908,0.0,0.6488,0.9396,incidents_found,0.9396
CERA SANITARYWARE LTD,CERA_SANITARYWARE_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CESC LTD,CESC_LTD,8,0,0.0,6,0.0,0,0.0,2,0.0,0.0,116.12,132.83,0.0,66.0,0.7349,0.7016,0.0,0.8346,1.0,1.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
CG POWER AND INDUSTRIAL SOLU,CG_POWER_AND_INDUSTRIAL_SOLU,6,4,0.7138,0,0.0,1,0.0,5,0.7138,0.1856,957.0,0.0,41.0,1140.2,0.1859,0.0,0.8938,0.0444,2.0833,0.0,1.0,2.3,0.44,0.31,0.26,0.0,0.0,0.7138,0.7138,0.0,0.0,0.1856,0.1856,incidents_found,0.1856
CHALET HOTELS LTD,CHALET_HOTELS_LTD,8,6,4.4769,6,2.7555,1,0.4627,1,1.2588,1.6831,399.12,462.83,352.0,64.0,0.51,0.4766,0.3812,0.8392,1.375,1.3333,1.5,1.5,0.44,0.31,0.26,2.7555,0.4627,1.2588,4.4769,1.2124,0.1434,0.3273,1.6831,incidents_found,1.6831
CHAMBAL FERTILISERS  CHEM,CHAMBAL_FERTILISERS__CHEM,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CHENNAI PETROLEUM CORP LTD,CHENNAI_PETROLEUM_CORP_LTD,3,2,0.5647,3,0.5647,0,0.0,0,0.0,0.2485,409.67,409.67,0.0,0.0,0.4466,0.4466,0.0,0.0,1.3333,1.3333,0.0,0.0,0.44,0.31,0.26,0.5647,0.0,0.0,0.5647,0.2485,0.0,0.0,0.2485,incidents_found,0.2485
CHOICE INTERNATIONAL LTD,CHOICE_INTERNATIONAL_LTD,4,3,3.8382,1,0.0,0,0.0,3,3.8382,0.9979,71.25,133.0,0.0,50.67,0.8266,0.6946,0.0,0.8706,1.375,1.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,3.8382,3.8382,0.0,0.0,0.9979,0.9979,incidents_found,0.9979
CHOLAMANDALAM FINANCIAL HOLD,CHOLAMANDALAM_FINANCIAL_HOLD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CHOLAMANDALAM INVESTMENT AND,CHOLAMANDALAM_INVESTMENT_AND,1,0,0.0,0,0.0,1,0.0,0,0.0,0.0,45.0,0.0,45.0,0.0,0.884,0.0,0.884,0.0,1.0,0.0,1.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
CIPLA LTD,CIPLA_LTD,14,9,7.8416,3,0.0,4,0.8274,7,7.0141,2.0802,516.36,1024.0,370.25,382.29,0.3574,0.1607,0.4478,0.39,1.75,1.0,1.25,2.3571,0.44,0.31,0.26,0.0,0.8274,7.0141,7.8416,0.0,0.2565,1.8237,2.0802,incidents_found,2.0802
CITY UNION BANK LTD,CITY_UNION_BANK_LTD,6,6,4.9633,0,0.0,3,1.6298,3,3.3335,1.3719,587.67,0.0,642.33,533.0,0.3222,0.0,0.3032,0.3413,2.5,0.0,2.0,3.0,0.44,0.31,0.26,0.0,1.6298,3.3335,4.9633,0.0,0.5052,0.8667,1.3719,incidents_found,1.3719
CLEAN SCIENCE  TECHNOLOGY L,CLEAN_SCIENCE__TECHNOLOGY_L,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
COAL INDIA LTD,COAL_INDIA_LTD,14,6,10.5441,7,0.594,2,3.4828,5,6.4673,3.0225,123.0,93.86,185.0,139.0,0.7245,0.7838,0.6024,0.6903,1.6429,1.0714,2.25,2.2,0.44,0.31,0.26,0.594,3.4828,6.4673,10.5441,0.2614,1.0797,1.6815,3.0225,incidents_found,3.0225
COCHIN SHIPYARD LTD,COCHIN_SHIPYARD_LTD,9,6,13.157,3,0.0,1,0.3689,5,12.7881,3.4393,161.78,120.33,512.0,116.6,0.6737,0.7199,0.2459,0.7316,2.0,1.0,1.5,2.7,0.44,0.31,0.26,0.0,0.3689,12.7881,13.157,0.0,0.1144,3.3249,3.4393,incidents_found,3.4393
COFORGE LIMITED,COFORGE_LIMITED,3,1,0.3623,0,0.0,1,0.3623,2,0.0,0.1123,250.0,0.0,407.0,171.5,0.526,0.0,0.3279,0.6251,1.1667,0.0,1.5,1.0,0.44,0.31,0.26,0.0,0.3623,0.0,0.3623,0.0,0.1123,0.0,0.1123,incidents_found,0.1123
COHANCE LIFESCIENCES LTD,COHANCE_LIFESCIENCES_LTD,1,1,0.8855,0,0.0,1,0.8855,0,0.0,0.2745,106.0,0.0,106.0,0.0,0.748,0.0,0.748,0.0,1.5,0.0,1.5,0.0,0.44,0.31,0.26,0.0,0.8855,0.0,0.8855,0.0,0.2745,0.0,0.2745,incidents_found,0.2745
COLGATE PALMOLIVE (INDIA),COLGATE_PALMOLIVE_(INDIA),0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
COMPUTER AGE MANAGEMENT SERV,COMPUTER_AGE_MANAGEMENT_SERV,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CONCORD BIOTECH LTD,CONCORD_BIOTECH_LTD,1,1,1.6252,0,0.0,0,0.0,1,1.6252,0.4225,85.0,0.0,0.0,85.0,0.7923,0.0,0.0,0.7923,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.6252,1.6252,0.0,0.0,0.4225,0.4225,incidents_found,0.4225
CONTAINER CORP OF INDIA LTD,CONTAINER_CORP_OF_INDIA_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
COROMANDEL INTERNATIONAL LTD,COROMANDEL_INTERNATIONAL_LTD,1,0,0.0,0,0.0,1,0.0,0,0.0,0.0,420.0,0.0,420.0,0.0,0.3164,0.0,0.3164,0.0,1.0,0.0,1.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
CRAFTSMAN AUTOMATION LTD,CRAFTSMAN_AUTOMATION_LTD,3,1,1.2247,2,0.0,0,0.0,1,1.2247,0.3184,132.67,162.0,0.0,74.0,0.7067,0.6518,0.0,0.8165,1.1667,1.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.2247,1.2247,0.0,0.0,0.3184,0.3184,incidents_found,0.3184
CREDITACCESS GRAMEEN LTD,CREDITACCESS_GRAMEEN_LTD,3,3,2.6564,0,0.0,2,1.9751,1,0.6812,0.7894,74.67,0.0,41.0,142.0,0.8217,0.0,0.8938,0.6777,1.5,0.0,1.5,1.5,0.44,0.31,0.26,0.0,1.9751,0.6812,2.6564,0.0,0.6123,0.1771,0.7894,incidents_found,0.7894
CRISIL LTD,CRISIL_LTD,12,4,3.6106,7,1.3435,2,0.0,3,2.2671,1.1806,300.5,361.57,247.5,193.33,0.5584,0.5328,0.5076,0.6518,1.2917,1.1429,1.0,1.8333,0.44,0.31,0.26,1.3435,0.0,2.2671,3.6106,0.5911,0.0,0.5894,1.1806,incidents_found,1.1806
CROMPTON GREAVES CONSUMER EL,CROMPTON_GREAVES_CONSUMER_EL,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
CUMMINS INDIA LTD,CUMMINS_INDIA_LTD,19,16,12.4066,7,3.9579,7,6.3112,5,2.1375,4.2537,544.53,809.71,205.0,648.6,0.3404,0.1088,0.5809,0.328,2.0526,3.0,1.4286,1.6,0.44,0.31,0.26,3.9579,6.3112,2.1375,12.4066,1.7415,1.9565,0.5558,4.2537,incidents_found,4.2537
CYIENT LTD,CYIENT_LTD,4,0,0.0,1,0.0,1,0.0,2,0.0,0.0,261.5,854.0,70.0,61.0,0.6535,0.0964,0.8255,0.8462,1.0,1.0,1.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
DABUR INDIA LTD,DABUR_INDIA_LTD,9,6,4.9477,2,0.0748,1,0.0,6,4.8729,1.2999,984.33,1057.5,3540.0,534.0,0.1883,0.0555,0.0001,0.264,1.8333,1.25,1.0,2.1667,0.44,0.31,0.26,0.0748,0.0,4.8729,4.9477,0.0329,0.0,1.267,1.2999,incidents_found,1.2999
DALMIA BHARAT LTD,DALMIA_BHARAT_LTD,10,6,5.1601,4,0.0457,3,1.1438,3,3.9705,1.407,438.7,652.0,379.33,213.67,0.4826,0.4391,0.4271,0.5962,1.45,1.125,1.3333,2.0,0.44,0.31,0.26,0.0457,1.1438,3.9705,5.1601,0.0201,0.3546,1.0323,1.407,incidents_found,1.407
DATA PATTERNS INDIA LTD,DATA_PATTERNS_INDIA_LTD,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,247.0,0.0,0.0,247.0,0.5083,0.0,0.0,0.5083,1.0,0.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
DCM SHRIRAM LTD,DCM_SHRIRAM_LTD,6,5,5.1017,4,2.2645,0,0.0,2,2.8371,1.734,261.17,350.75,0.0,82.0,0.5801,0.4699,0.0,0.8005,1.6667,1.75,0.0,1.5,0.44,0.31,0.26,2.2645,0.0,2.8371,5.1017,0.9964,0.0,0.7377,1.734,incidents_found,1.734
DEEPAK FERTILISERS  PETRO,DEEPAK_FERTILISERS__PETRO,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
DEEPAK NITRITE LTD,DEEPAK_NITRITE_LTD,9,9,1.2592,1,0.0022,7,0.2999,1,0.9571,0.3428,1372.44,2494.0,1384.86,164.0,0.0885,0.0011,0.0225,0.6381,1.5,1.5,1.5,1.5,0.44,0.31,0.26,0.0022,0.2999,0.9571,1.2592,0.001,0.093,0.2488,0.3428,incidents_found,0.3428
DELHIVERY LTD,DELHIVERY_LTD,2,0,0.0,0,0.0,2,0.0,0,0.0,0.0,99.5,0.0,99.5,0.0,0.7639,0.0,0.7639,0.0,1.0,0.0,1.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
DEVYANI INTERNATIONAL LTD,DEVYANI_INTERNATIONAL_LTD,6,1,1.3224,5,0.0,0,0.0,1,1.3224,0.3438,71.67,76.8,0.0,46.0,0.8224,0.8106,0.0,0.8816,1.0833,1.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,1.3224,1.3224,0.0,0.0,0.3438,0.3438,incidents_found,0.3438
DIVIS LABORATORIES LTD,DIVIS_LABORATORIES_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
DIXON TECHNOLOGIES INDIA LTD,DIXON_TECHNOLOGIES_INDIA_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
DLF LTD,DLF_LTD,7,6,4.1242,0,0.0,0,0.0,7,4.1242,1.0723,645.14,0.0,0.0,645.14,0.1933,0.0,0.0,0.1933,2.0,0.0,0.0,2.0,0.44,0.31,0.26,0.0,0.0,4.1242,4.1242,0.0,0.0,1.0723,1.0723,incidents_found,1.0723
DOMS INDUSTRIES LTD,DOMS_INDUSTRIES_LTD,3,3,8.0888,0,0.0,0,0.0,3,8.0888,2.1031,122.33,0.0,0.0,122.33,0.7234,0.0,0.0,0.7234,2.5,0.0,0.0,2.5,0.44,0.31,0.26,0.0,0.0,8.0888,8.0888,0.0,0.0,2.1031,2.1031,incidents_found,2.1031
DR AGARWALS HEALTH CARE LTD,DR_AGARWALS_HEALTH_CARE_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
DR LAL PATHLABS LTD,DR_LAL_PATHLABS_LTD,1,1,2.2874,0,0.0,0,0.0,1,2.2874,0.5947,359.0,0.0,0.0,359.0,0.374,0.0,0.0,0.374,3.0,0.0,0.0,3.0,0.44,0.31,0.26,0.0,0.0,2.2874,2.2874,0.0,0.0,0.5947,0.5947,incidents_found,0.5947
DR REDDYS LABORATORIES,DR_REDDYS_LABORATORIES,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
ECLERX SERVICES LTD,ECLERX_SERVICES_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
EICHER MOTORS LTD,EICHER_MOTORS_LTD,7,6,5.7953,1,0.0,4,0.0077,2,5.7875,1.5072,1592.29,287.0,2624.75,180.0,0.2467,0.4555,0.0008,0.6342,1.6429,1.0,1.5,2.25,0.44,0.31,0.26,0.0,0.0077,5.7875,5.7953,0.0,0.0024,1.5048,1.5072,incidents_found,1.5072
EID PARRY INDIA LTD,EID_PARRY_INDIA_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
EIH LTD,EIH_LTD,5,4,17.0909,1,0.0,0,0.0,4,17.0909,4.4436,310.6,1298.0,0.0,63.75,0.6789,0.0285,0.0,0.8415,2.3,1.0,0.0,2.625,0.44,0.31,0.26,0.0,0.0,17.0909,17.0909,0.0,0.0,4.4436,4.4436,incidents_found,4.4436
ELECON ENGINEERING CO LTD,ELECON_ENGINEERING_CO_LTD,1,0,0.0,1,0.0,0,0.0,0,0.0,0.0,160.0,160.0,0.0,0.0,0.6451,0.6451,0.0,0.0,1.0,1.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
