company,folder_name,total_articles,incident_count,raw_incident_risk_score,environmental_articles,environmental_risk,social_articles,social_risk,governance_articles,governance_risk,final_weighted_esg_score,article_age_days_avg,article_age_days_environmental_avg,article_age_days_social_avg,article_age_days_governance_avg,time_weight_avg,time_weight_environmental_avg,time_weight_social_avg,time_weight_governance_avg,severity_avg,severity_environmental_avg,severity_social_avg,severity_governance_avg,environmental_weight,social_weight,governance_weight,environmental_raw_score,social_raw_score,governance_raw_score,raw_score,environmental_weighted_score,social_weighted_score,governance_weighted_score,final_walk_esg_risk,data_coverage_flag,final_walk_esg_score
TIMKEN INDIA LTD,TIMKEN_INDIA_LTD,9,7,3.5905,1,0.0,7,2.749,1,0.8415,1.071,907.44,178.0,1111.14,211.0,0.2051,0.6141,0.0958,0.561,2.0556,1.0,2.2857,1.5,0.44,0.31,0.26,0.0,2.749,0.8415,3.5905,0.0,0.8522,0.2188,1.071,incidents_found,1.071
TITAGARH RAIL SYSTEM LTD,TITAGARH_RAIL_SYSTEM_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
TITAN CO LTD,TITAN_CO_LTD,21,18,19.1776,7,3.2201,7,13.4082,7,2.5493,6.2362,511.86,169.29,193.29,1173.0,0.4713,0.6577,0.6017,0.1546,1.9286,1.2857,1.9286,2.5714,0.44,0.31,0.26,3.2201,13.4082,2.5493,19.1776,1.4168,4.1566,0.6628,6.2362,incidents_found,6.2362
TORRENT PHARMACEUTICALS LTD,TORRENT_PHARMACEUTICALS_LTD,8,6,7.6211,1,0.0,2,0.0046,5,7.6165,1.9817,941.88,99.0,2486.5,492.6,0.3696,0.7624,0.0011,0.4384,1.9375,1.0,1.5,2.3,0.44,0.31,0.26,0.0,0.0046,7.6165,7.6211,0.0,0.0014,1.9803,1.9817,incidents_found,1.9817
TORRENT POWER LTD,TORRENT_POWER_LTD,7,5,10.0299,2,0.0,1,0.0083,4,10.0216,2.6082,507.86,413.0,1896.0,208.25,0.4459,0.3582,0.0055,0.5999,2.0,1.0,1.5,2.625,0.44,0.31,0.26,0.0,0.0083,10.0216,10.0299,0.0,0.0026,2.6056,2.6082,incidents_found,2.6082
TRANSFORMERS  RECTIFIERS IN,TRANSFORMERS__RECTIFIERS_IN,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
TRENT LTD,TRENT_LTD,17,11,9.1783,7,3.3611,7,3.1427,3,2.6745,3.1485,459.76,165.57,910.57,94.33,0.4797,0.6578,0.1728,0.7806,1.5882,1.2143,1.9286,1.6667,0.44,0.31,0.26,3.3611,3.1427,2.6745,9.1783,1.4789,0.9742,0.6954,3.1485,incidents_found,3.1485
TRIDENT LTD,TRIDENT_LTD,15,14,9.3941,7,5.3681,4,1.07,4,2.956,3.4622,563.0,236.43,937.75,759.75,0.3674,0.5483,0.1409,0.2772,1.8,1.7143,1.375,2.375,0.44,0.31,0.26,5.3681,1.07,2.956,9.3941,2.362,0.3317,0.7686,3.4622,incidents_found,3.4622
TRIVENI ENGINEERING  INDUS,TRIVENI_ENGINEERING__INDUS,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
TRIVENI TURBINE LTD,TRIVENI_TURBINE_LTD,1,0,0.0,0,0.0,1,0.0,0,0.0,0.0,73.0,0.0,73.0,0.0,0.8187,0.0,0.8187,0.0,1.0,0.0,1.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
TUBE INVESTMENTS OF INDIA LT,TUBE_INVESTMENTS_OF_INDIA_LT,1,1,5.1972,0,0.0,0,0.0,1,5.1972,1.3513,90.0,0.0,0.0,90.0,0.7815,0.0,0.0,0.7815,3.0,0.0,0.0,3.0,0.44,0.31,0.26,0.0,0.0,5.1972,5.1972,0.0,0.0,1.3513,1.3513,incidents_found,1.3513
TVS MOTOR CO LTD,TVS_MOTOR_CO_LTD,2,2,0.7121,1,0.0193,0,0.0,1,0.6927,0.1886,935.0,1588.0,0.0,282.0,0.2374,0.0129,0.0,0.4618,1.5,1.5,0.0,1.5,0.44,0.31,0.26,0.0193,0.0,0.6927,0.7121,0.0085,0.0,0.1801,0.1886,incidents_found,0.1886
UCO BANK,UCO_BANK,13,13,37.5489,3,5.1536,3,10.3012,7,22.0941,11.2054,190.54,105.0,94.67,268.29,0.6295,0.75,0.7767,0.5147,3.0,3.0,3.0,3.0,0.44,0.31,0.26,5.1536,10.3012,22.0941,37.5489,2.2676,3.1934,5.7445,11.2054,incidents_found,11.2054
ULTRATECH CEMENT LTD,ULTRATECH_CEMENT_LTD,14,9,5.2089,7,2.2346,6,2.1328,1,0.8415,1.8632,596.93,499.29,775.17,211.0,0.3197,0.4466,0.1314,0.561,1.7143,1.3571,2.1667,1.5,0.44,0.31,0.26,2.2346,2.1328,0.8415,5.2089,0.9832,0.6612,0.2188,1.8632,incidents_found,1.8632
UNION BANK OF INDIA,UNION_BANK_OF_INDIA,11,11,27.599,1,1.883,3,4.2606,7,21.4554,7.7277,295.36,170.0,384.33,275.14,0.5378,0.6277,0.451,0.5621,3.0,3.0,3.0,3.0,0.44,0.31,0.26,1.883,4.2606,21.4554,27.599,0.8285,1.3208,5.5784,7.7277,incidents_found,7.7277
UNITED BREWERIES LTD,UNITED_BREWERIES_LTD,7,6,1.7642,1,0.6319,3,0.4424,3,0.6899,0.5946,902.86,189.0,1052.0,991.67,0.2281,0.5958,0.1281,0.2055,1.8571,1.5,1.3333,2.5,0.44,0.31,0.26,0.6319,0.4424,0.6899,1.7642,0.278,0.1371,0.1794,0.5946,incidents_found,0.5946
UNITED SPIRITS LTD,UNITED_SPIRITS_LTD,10,7,7.3589,4,1.8745,1,0.0,5,5.4843,2.2507,353.6,490.0,492.0,216.8,0.5082,0.437,0.2598,0.6148,1.55,1.375,1.0,1.8,0.44,0.31,0.26,1.8745,0.0,5.4843,7.3589,0.8248,0.0,1.4259,2.2507,incidents_found,2.2507
UNO MINDA LTD,UNO_MINDA_LTD,8,4,11.9121,4,0.0,0,0.0,4,11.9121,3.0971,127.75,93.25,0.0,162.25,0.7219,0.7838,0.0,0.66,1.8125,1.0,0.0,2.625,0.44,0.31,0.26,0.0,0.0,11.9121,11.9121,0.0,0.0,3.0971,3.0971,incidents_found,3.0971
UPL LTD,UPL_LTD,15,10,4.121,7,2.9943,4,0.0596,4,1.0672,1.6134,785.13,491.86,1849.5,234.0,0.3595,0.4415,0.0063,0.569,1.6667,1.7857,1.625,1.5,0.44,0.31,0.26,2.9943,0.0596,1.0672,4.121,1.3175,0.0185,0.2775,1.6134,incidents_found,1.6134
USHA MARTIN LTD,USHA_MARTIN_LTD,6,5,5.7795,2,1.2358,0,0.0,4,4.5437,1.7251,160.33,156.5,0.0,162.25,0.6737,0.6513,0.0,0.6849,1.6667,1.5,0.0,1.75,0.44,0.31,0.26,1.2358,0.0,4.5437,5.7795,0.5437,0.0,1.1814,1.7251,incidents_found,1.7251
UTI ASSET MANAGEMENT CO LTD,UTI_ASSET_MANAGEMENT_CO_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
V-GUARD INDUSTRIES LTD,V-GUARD_INDUSTRIES_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
VALOR ESTATE LTD,VALOR_ESTATE_LTD,2,1,1.0997,0,0.0,0,0.0,2,1.0997,0.2859,36.0,0.0,0.0,36.0,0.9061,0.0,0.0,0.9061,1.25,0.0,0.0,1.25,0.44,0.31,0.26,0.0,0.0,1.0997,1.0997,0.0,0.0,0.2859,0.2859,incidents_found,0.2859
VARDHMAN TEXTILES LTD,VARDHMAN_TEXTILES_LTD,4,2,1.8404,1,0.0,0,0.0,3,1.8404,0.4785,223.25,114.0,0.0,259.67,0.6066,0.7317,0.0,0.5649,1.625,1.0,0.0,1.8333,0.44,0.31,0.26,0.0,0.0,1.8404,1.8404,0.0,0.0,0.4785,0.4785,incidents_found,0.4785
VARUN BEVERAGES LTD,VARUN_BEVERAGES_LTD,14,6,1.507,6,0.0,1,0.0,7,1.507,0.3918,594.86,163.83,303.0,1006.0,0.4337,0.6414,0.436,0.2554,1.3214,1.0,1.0,1.6429,0.44,0.31,0.26,0.0,0.0,1.507,1.507,0.0,0.0,0.3918,0.3918,incidents_found,0.3918
VEDANT FASHIONS LTD,VEDANT_FASHIONS_LTD,2,2,4.7875,0,0.0,0,0.0,2,4.7875,1.2447,106.0,0.0,0.0,106.0,0.7622,0.0,0.0,0.7622,2.25,0.0,0.0,2.25,0.44,0.31,0.26,0.0,0.0,4.7875,4.7875,0.0,0.0,1.2447,1.2447,incidents_found,1.2447
VEDANTA LTD,VEDANTA_LTD,21,17,23.3436,7,5.4154,7,3.0917,7,14.8365,7.1987,348.14,394.71,397.71,252.0,0.5064,0.4651,0.5461,0.5079,2.119,2.0714,1.5,2.7857,0.44,0.31,0.26,5.4154,3.0917,14.8365,23.3436,2.3828,0.9584,3.8575,7.1987,incidents_found,7.1987
VENTIVE HOSPITALITY LTD,VENTIVE_HOSPITALITY_LTD,1,0,0.0,0,0.0,0,0.0,1,0.0,0.0,57.0,0.0,0.0,57.0,0.8554,0.0,0.0,0.8554,1.0,0.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
VIJAYA DIAGNOSTIC CENTRE PVT,VIJAYA_DIAGNOSTIC_CENTRE_PVT,1,1,0.9014,0,0.0,0,0.0,1,0.9014,0.2344,34.0,0.0,0.0,34.0,0.9111,0.0,0.0,0.9111,1.5,0.0,0.0,1.5,0.44,0.31,0.26,0.0,0.0,0.9014,0.9014,0.0,0.0,0.2344,0.2344,incidents_found,0.2344
VISHAL MEGA MART LTD,VISHAL_MEGA_MART_LTD,7,7,11.2422,0,0.0,1,0.6872,6,10.555,2.9573,181.86,0.0,246.0,171.17,0.6102,0.0,0.5097,0.627,2.1429,0.0,1.5,2.25,0.44,0.31,0.26,0.0,0.6872,10.555,11.2422,0.0,0.213,2.7443,2.9573,incidents_found,2.9573
VODAFONE IDEA LTD,VODAFONE_IDEA_LTD,16,14,32.0314,7,7.0615,2,0.007,7,24.9628,9.5996,439.81,327.29,1412.5,274.43,0.4668,0.4565,0.0293,0.6021,2.375,2.0714,1.25,3.0,0.44,0.31,0.26,7.0615,0.007,24.9628,32.0314,3.1071,0.0022,6.4903,9.5996,incidents_found,9.5996
VOLTAS LTD,VOLTAS_LTD,2,1,1.6771,0,0.0,0,0.0,2,1.6771,0.436,75.0,0.0,0.0,75.0,0.8163,0.0,0.0,0.8163,1.25,0.0,0.0,1.25,0.44,0.31,0.26,0.0,0.0,1.6771,1.6771,0.0,0.0,0.436,0.436,incidents_found,0.436
WAAREE ENERGIES LTD,WAAREE_ENERGIES_LTD,15,9,18.9995,7,1.7466,1,0.0,7,17.2529,5.2542,166.93,104.0,175.0,228.71,0.6881,0.7677,0.6191,0.6184,1.8,1.4286,1.0,2.2857,0.44,0.31,0.26,1.7466,0.0,17.2529,18.9995,0.7685,0.0,4.4858,5.2542,incidents_found,5.2542
WELSPUN CORP LTD,WELSPUN_CORP_LTD,7,2,1.3447,1,0.0114,1,0.0,5,1.3333,0.3517,533.57,1743.0,93.0,379.8,0.5222,0.0084,0.7751,0.5743,1.1429,1.5,1.0,1.1,0.44,0.31,0.26,0.0114,0.0,1.3333,1.3447,0.005,0.0,0.3467,0.3517,incidents_found,0.3517
WELSPUN LIVING LTD,WELSPUN_LIVING_LTD,3,2,4.5421,0,0.0,0,0.0,3,4.5421,1.181,328.67,0.0,0.0,328.67,0.5016,0.0,0.0,0.5016,1.8333,0.0,0.0,1.8333,0.44,0.31,0.26,0.0,0.0,4.5421,4.5421,0.0,0.0,1.181,1.181,incidents_found,1.181
WHIRLPOOL OF INDIA LTD,WHIRLPOOL_OF_INDIA_LTD,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
WIPRO LTD,WIPRO_LTD,21,14,8.7184,7,1.9039,7,3.5768,7,3.2377,2.7883,585.67,647.0,292.0,818.0,0.3897,0.362,0.4535,0.3537,1.619,1.2857,1.2857,2.2857,0.44,0.31,0.26,1.9039,3.5768,3.2377,8.7184,0.8377,1.1088,0.8418,2.7883,incidents_found,2.7883
WOCKHARDT LTD,WOCKHARDT_LTD,6,6,2.4278,0,0.0,0,0.0,6,2.4278,0.6312,691.5,0.0,0.0,691.5,0.2552,0.0,0.0,0.2552,1.8333,0.0,0.0,1.8333,0.44,0.31,0.26,0.0,0.0,2.4278,2.4278,0.0,0.0,0.6312,0.6312,incidents_found,0.6312
YES BANK LTD,YES_BANK_LTD,13,13,17.5532,5,0.6039,1,1.5074,7,15.4419,4.7479,483.38,1088.8,55.0,112.14,0.4925,0.0609,0.8601,0.7482,3.0,3.0,3.0,3.0,0.44,0.31,0.26,0.6039,1.5074,15.4419,17.5532,0.2657,0.4673,4.0149,4.7479,incidents_found,4.7479
ZEE ENTERTAINMENT ENTERPRISE,ZEE_ENTERTAINMENT_ENTERPRISE,8,8,2.6543,1,0.7025,0,0.0,7,1.9518,0.8166,734.75,125.0,0.0,821.86,0.2337,0.71,0.0,0.1656,2.0625,1.5,0.0,2.1429,0.44,0.31,0.26,0.7025,0.0,1.9518,2.6543,0.3091,0.0,0.5075,0.8166,incidents_found,0.8166
ZEN TECHNOLOGIES LTD,ZEN_TECHNOLOGIES_LTD,5,5,4.8366,0,0.0,3,2.7214,2,2.1152,1.3936,67.8,0.0,73.33,59.5,0.8326,0.0,0.8209,0.8501,1.5,0.0,1.5,1.5,0.44,0.31,0.26,0.0,2.7214,2.1152,4.8366,0.0,0.8436,0.55,1.3936,incidents_found,1.3936
ZENSAR TECHNOLOGIES LTD,ZENSAR_TECHNOLOGIES_LTD,1,0,0.0,0,0.0,1,0.0,0,0.0,0.0,87.0,0.0,87.0,0.0,0.7879,0.0,0.7879,0.0,1.0,0.0,1.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
ZF COMMERCIAL VEHICLE CONTRO,ZF_COMMERCIAL_VEHICLE_CONTRO,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_reported_incidents,0.0
ZYDUS LIFESCIENCES LTD,ZYDUS_LIFESCIENCES_LTD,2,0,0.0,0,0.0,0,0.0,2,0.0,0.0,891.0,0.0,0.0,891.0,0.1035,0.0,0.0,0.1035,1.0,0.0,0.0,1.0,0.44,0.31,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no_negative_incidents_found,0.0
